Invoice account,Purchase order,Date,Invoice,Voucher,Currency,Tax,Invoice amount,Invoice amount in default currency,Company,Sales order,Voucher2,Posted via intercompany,Invoice declaration ID,Pool,So Release,Total misc. charges,Amount,Balance
1200013,00002284_070,10/1/2025,2622980,110002443_077,$,0.00,"173,250.24","3,336,799.62",,,,No,,,,0.00,0.00,"173,250.24"
1200013,00002308_070,10/1/2025,2623259,110002462_077,$,0.00,"397,800.48","7,681,527.27",,,,No,,,,0.00,0.00,"397,800.48"
1200015,00001285_070,10/1/2025,21001402,110001465_077,$,0.00,"205,254.00","3,214,277.64",,,,No,,,,0.00,0.00,"205,254.00"
1200015,00001408_070,10/1/2025,21001504,110001602_077,$,0.00,"193,914.00","3,036,693.24",,,,No,,,,0.00,0.00,"193,914.00"
1200016,00001395_070,10/1/2025,1543,110001502_077,$,0.00,503.00,"7,876.98",,,,No,,,,0.00,0.00,503.00
1200017,00002318_070,10/1/2025,22021776,110002478_077,$,0.00,"22,505.90","434,588.83",,,,No,,,,0.00,0.00,"22,505.90"
1200018,00002356_070,10/1/2025,2623400,110002481_077,EUR,0.00,"20,000.00","384,000.00",,,,No,,,,0.00,0.00,"20,000.00"
1200022,00001844_070,10/1/2025,1714,110001936_077,EUR,0.00,"3,005.00","57,696.00",,,,No,,,,0.00,0.00,"3,005.00"
1200022,00002141_070,10/1/2025,22019275,110002277_077,EUR,0.00,"3,655.30","70,949.37",,,,No,,,,0.00,0.00,"3,655.30"
1200024,00002268_070,10/1/2025,22003456,110002441_077,$,0.00,"63,172.90","1,211,656.24",,,,No,,,,0.00,0.00,"63,172.90"
1200025,00001891_070,10/1/2025,2622157,110002004_077,CHF,0.00,"4,323.80","83,362.86",,,,No,,,,0.00,0.00,"4,323.80"
1200026,00001420_070,10/1/2025,1548,110001622_077,$,0.00,"29,262.25","458,246.84",,,,No,,,,0.00,0.00,"29,262.25"
1200026,00002142_070,10/1/2025,22019260,110002279_077,$,0.00,"5,586.00","106,525.02",,,,No,,,,0.00,0.00,"5,586.00"
1200026,00002182_070,10/1/2025,2169,110002280_077,$,0.00,"5,106.25","97,478.31",,,,No,,,,0.00,0.00,"5,106.25"
1200026,00002183_070,10/1/2025,2169/1,110002281_077,$,0.00,"5,106.25","97,478.31",,,,No,,,,0.00,0.00,"5,106.25"
1200026,00002228_070,10/1/2025,2180,110002339_077,$,0.00,"5,106.25","97,529.38",,,,No,,,,0.00,0.00,"5,106.25"
1200026,00002229_070,10/1/2025,2179,110002340_077,$,0.00,"5,106.25","97,529.38",,,,No,,,,0.00,0.00,"5,106.25"
1200026,00002230_070,10/1/2025,2178,110002341_077,$,0.00,"5,106.25","97,529.38",,,,No,,,,0.00,0.00,"5,106.25"
1200028,00002160_070,10/1/2025,2623014,110002301_077,$,0.00,"36,975.00","705,852.75",,,,No,,,,0.00,0.00,"36,975.00"
1200028,00002161_070,10/1/2025,2623015,110002316_077,$,0.00,"739,500.00","14,117,055.00",,,,No,,,,0.00,0.00,"739,500.00"
1200029,00001396_070,10/1/2025,1544,110001610_077,$,0.00,"3,123.00","48,906.18",,,,No,,,,0.00,0.00,"3,123.00"
1200029,00001419_070,10/1/2025,1549,110001621_077,$,0.00,655.06,"10,258.24",,,,No,,,,0.00,0.00,655.06
1200029,00001454_070,10/1/2025,1565,110001617_077,$,0.00,23.82,373.02,,,,No,,,,0.00,0.00,23.82
1200029,00001477_070,10/1/2025,1572,110001611_077,$,0.00,176.00,"2,756.16",,,,No,,,,0.00,0.00,176.00
1200029,00001476_070,10/1/2025,1571,110001612_077,$,0.00,"4,137.09","64,786.83",,,,No,,,,0.00,0.00,"4,137.09"
1200029,00001481_070,10/1/2025,1574,110001613_077,$,0.00,852.00,"13,342.32",,,,No,,,,0.00,0.00,852.00
1200029,00001482_070,10/1/2025,1575,110001614_077,$,0.00,431.72,"6,760.74",,,,No,,,,0.00,0.00,431.72
1200029,00001480_070,10/1/2025,1573,110001615_077,$,0.00,164.99,"2,583.74",,,,No,,,,0.00,0.00,164.99
1200029,00001505_070,10/1/2025,1584,110001609_077,$,0.00,354.00,"5,543.64",,,,No,,,,0.00,0.00,354.00
1200029,00001504_070,10/1/2025,3862,110001624_077,GBP,0.00,68.00,"1,428.00",,,,No,,,,0.00,0.00,68.00
1200029,00001562_070,10/1/2025,1607,110001680_077,$,0.00,269.22,"4,215.99",,,,No,,,,0.00,0.00,269.22
1200029,00001613_070,10/1/2025,1630,110001726_077,$,0.00,70.50,"1,233.75",,,,No,,,,0.00,0.00,70.50
1200029,00001682_070,10/1/2025,1650,110001853_077,$,0.00,429.56,"7,822.29",,,,No,,,,0.00,0.00,429.56
1200029,00001683_070,10/1/2025,1649,110001851_077,$,0.00,236.00,"4,297.56",,,,No,,,,0.00,0.00,236.00
1200029,00001686_070,10/1/2025,1651,110001854_077,$,0.00,40.99,746.43,,,,No,,,,0.00,0.00,40.99
1200029,00001712_070,10/1/2025,3946,110001850_077,$,0.00,253.28,"4,645.15",,,,No,,,,0.00,0.00,253.28
1200029,00001792_070,10/1/2025,1686,110001932_077,$,0.00,"2,734.06","50,416.07",,,,No,,,,0.00,0.00,"2,734.06"
1200029,00001793_070,10/1/2025,1690,110001928_077,$,0.00,49.90,920.16,,,,No,,,,0.00,0.00,49.90
1200029,00001794_070,10/1/2025,1689,110001929_077,$,0.00,49.90,920.16,,,,No,,,,0.00,0.00,49.90
1200029,00001843_070,10/1/2025,3970,110001931_077,$,0.00,229.98,"4,190.24",,,,No,,,,0.00,0.00,229.98
1200029,00001842_070,10/1/2025,1706,110001935_077,$,0.00,"2,535.13","46,190.07",,,,No,,,,0.00,0.00,"2,535.13"
1200029,00001841_070,10/1/2025,1707,110001938_077,$,0.00,"4,491.08","81,827.48",,,,No,,,,0.00,0.00,"4,491.08"
1200029,00001927_070,10/1/2025,1737,110002092_077,$,0.00,"1,035.44","19,248.83",,,,No,,,,0.00,0.00,"1,035.44"
1200029,00002061_070,10/1/2025,1769,110002186_077,$,0.00,104.48,"1,967.36",,,,No,,,,0.00,0.00,104.48
1200029,00002063_070,10/1/2025,1771,110002188_077,GBP,0.00,262.00,"5,908.10",,,,No,,,,0.00,0.00,262.00
1200029,00002086_070,10/1/2025,4605,110002194_077,$,0.00,410.00,"7,736.70",,,,No,,,,0.00,0.00,410.00
1200029,00002108_070,10/1/2025,1792,110002226_077,$,0.00,30.56,576.97,,,,No,,,,0.00,0.00,30.56
1200029,00002227_070,10/1/2025,4640,110002338_077,$,0.00,109.00,"2,081.90",,,,No,,,,0.00,0.00,109.00
1200029,00002235_070,10/1/2025,2184,110002343_077,EUR,0.00,3.00,57.00,,,,No,,,,0.00,0.00,3.00
1200029,00002365_070,10/1/2025,2225,110002473_077,$,0.00,70.20,"1,367.50",,,,No,,,,0.00,0.00,70.20
1200030,00001590_070,10/1/2025,1619,110001728_077,$,0.00,"4,900.00","76,734.00",,,,No,,,,0.00,0.00,"4,900.00"
1200030,00001589_070,10/1/2025,1618,110001729_077,$,0.00,"4,900.00","76,734.00",,,,No,,,,0.00,0.00,"4,900.00"
1200031,00001401_070,10/1/2025,1546,110001503_077,$,0.00,"25,350.00","396,981.00",,,,No,,,,0.00,0.00,"25,350.00"
1200031,00001446_070,10/1/2025,22003028,110001580_077,$,0.00,"20,028.00","313,638.52",,,,No,,,,0.00,0.00,"20,028.00"
1200031,00001421_070,10/1/2025,1551,110001623_077,$,0.00,"5,204.00","81,494.64",,,,No,,,,0.00,0.00,"5,204.00"
1200031,00002140_070,10/1/2025,22019294,110002278_077,$,0.00,"6,500.00","123,955.00",,,,No,,,,0.00,0.00,"6,500.00"
1200033,00002053_070,10/1/2025,43709,110002199_077,$,0.00,"96,456.59","1,816,277.56",,,,No,,,,0.00,0.00,"96,456.59"
1200033,00002053_070,10/1/2025,43709.,110002204_077,$,0.00,"97,222.72","1,830,703.85",,,,No,,,,0.00,0.00,"97,222.72"
1200033,00002053_070,10/1/2025,-43709,120000021_078,$,0.00,"-96,456.59","-1,816,277.56",,,,No,,,,0.00,0.00,"-96,456.59"
1200033,00002335_070,10/1/2025,2504093/1,110002452_077,$,0.00,"92,326.15","1,794,820.32",,,,No,,,,0.00,0.00,"92,326.15"
1200038,00001889_070,10/1/2025,3988,110002001_077,$,0.00,"10,787.50","199,137.25",,,,No,,,,0.00,0.00,"10,787.50"
1200039,00001519_070,10/1/2025,21000794/1,110001634_077,$,0.00,"484,000.00","7,579,440.00",,,,No,,,,0.00,0.00,"484,000.00"
1200039,00001713_070,10/1/2025,1671,110001855_077,$,0.00,135.00,"2,479.95",,,,No,,,,0.00,0.00,135.00
1200039,00002085_070,10/1/2025,1782,110002192_077,$,0.00,"1,300.00","24,479.00",,,,No,,,,0.00,0.00,"1,300.00"
1200048,00001461_070,10/1/2025,1559,110001523_077,$,0.00,88.50,"1,385.91",,,,No,,,,0.00,0.00,88.50
1200048,00001693_070,10/1/2025,1667,110001852_077,EUR,0.00,"1,769.52","35,372.70",,,,No,,,,0.00,0.00,"1,769.52"
1200050,00001305_070,10/1/2025,21041544,110001458_077,$,0.00,"295,000.00","4,619,700.00",,,,No,,,,0.00,0.00,"295,000.00"
1200050,00001318_070,10/1/2025,21043268,110001435_077,$,0.00,"186,000.00","2,912,760.00",,,,No,,,,0.00,0.00,"186,000.00"
1200050,00001307_070,10/1/2025,21041545,110001461_077,$,0.00,"215,887.50","3,380,798.25",,,,No,,,,0.00,0.00,"215,887.50"
1200050,00001335_070,10/1/2025,21042513,110001477_077,$,0.00,"358,815.74","5,619,054.55",,,,No,,,,0.00,0.00,"358,815.74"
1200050,00001353_070,10/1/2025,21043601,110001464_077,$,0.00,"438,243.75","6,862,897.13",,,,No,,,,0.00,0.00,"438,243.75"
1200050,00001358_070,10/1/2025,22000132,110001498_077,$,0.00,"119,369.38","1,869,324.43",,,,No,,,,0.00,0.00,"119,369.38"
1200050,00001350_070,10/1/2025,21041545-1,110001497_077,$,0.00,"215,887.50","3,380,798.25",,,,No,,,,0.00,0.00,"215,887.50"
1200050,00001467_070,10/1/2025,22003007,110001601_077,$,0.00,"143,925.00","2,253,865.50",,,,No,,,,0.00,0.00,"143,925.00"
1200050,00001486_070,10/1/2025,22003043,110001600_077,$,0.00,"65,902.50","1,032,033.15",,,,No,,,,0.00,0.00,"65,902.50"
1200050,00001511_070,10/1/2025,22004476,110001631_077,$,0.00,"215,887.50","3,380,798.25",,,,No,,,,0.00,0.00,"215,887.50"
1200050,00001614_070,10/1/2025,60751,110001754_077,$,0.00,"65,576.25","1,209,881.81",,,,No,,,,0.00,0.00,"65,576.25"
1200050,00001639_070,10/1/2025,63343,110001753_077,$,0.00,"311,080.00","5,670,988.40",,,,No,,,,0.00,0.00,"311,080.00"
1200050,00001640_070,10/1/2025,60750,110001757_077,$,0.00,"143,640.00","2,618,557.20",,,,No,,,,0.00,0.00,"143,640.00"
1200050,00001658_070,10/1/2025,2621842,110001767_077,$,0.00,"60,184.08","1,100,164.98",,,,No,,,,0.00,0.00,"60,184.08"
1200050,00001739_070,10/1/2025,64763,110001868_077,$,0.00,"155,540.00","2,868,157.60",,,,No,,,,0.00,0.00,"155,540.00"
1200050,00001738_070,10/1/2025,43708,110001870_077,$,0.00,"186,000.00","3,429,840.00",,,,No,,,,0.00,0.00,"186,000.00"
1200050,00001775_070,10/1/2025,22011760,110001905_077,$,0.00,"131,810.48","2,430,585.27",,,,No,,,,0.00,0.00,"131,810.48"
1200050,00001817_070,10/1/2025,22012221,110001926_077,$,0.00,"149,000.00","2,716,270.00",,,,No,,,,0.00,0.00,"149,000.00"
1200050,00001818_070,10/1/2025,22011820,110001927_077,$,0.00,"155,540.00","2,835,494.20",,,,No,,,,0.00,0.00,"155,540.00"
1200050,00001863_070,10/1/2025,65606,110002010_077,$,0.00,"155,540.00","2,871,268.40",,,,No,,,,0.00,0.00,"155,540.00"
1200050,00001862_070,10/1/2025,65613,110002012_077,$,0.00,"233,310.00","4,306,902.60",,,,No,,,,0.00,0.00,"233,310.00"
1200050,00001861_070,10/1/2025,65739,110002011_077,$,0.00,"149,000.00","2,762,460.00",,,,No,,,,0.00,0.00,"149,000.00"
1200050,00001897_070,10/1/2025,22011810,110002038_077,$,0.00,"233,310.00","4,325,567.40",,,,No,,,,0.00,0.00,"233,310.00"
1200050,00001902_070,10/1/2025,22012222,110002034_077,$,0.00,"149,000.00","2,766,930.00",,,,No,,,,0.00,0.00,"149,000.00"
1200050,00001903_070,10/1/2025,22013451,110002035_077,$,0.00,"149,000.00","2,766,930.00",,,,No,,,,0.00,0.00,"149,000.00"
1200050,00001904_070,10/1/2025,22013452,110002052_077,$,0.00,"225,735.00","4,191,898.95",,,,No,,,,0.00,0.00,"225,735.00"
1200050,00001908_070,10/1/2025,22013429,110002037_077,$,0.00,"149,000.00","2,769,910.00",,,,No,,,,0.00,0.00,"149,000.00"
1200050,00001933_070,10/1/2025,22013434,110002104_077,$,0.00,"223,500.00","4,166,040.00",,,,No,,,,0.00,0.00,"223,500.00"
1200050,00001952_070,10/1/2025,22013433,110002113_077,$,0.00,"225,735.00","4,221,244.50",,,,No,,,,0.00,0.00,"225,735.00"
1200050,00001984_070,10/1/2025,22013944,110002135_077,$,0.00,"225,735.00","4,223,501.85",,,,No,,,,0.00,0.00,"225,735.00"
1200050,00001989_070,10/1/2025,22013911,110002134_077,$,0.00,"298,000.00","5,575,580.00",,,,No,,,,0.00,0.00,"298,000.00"
1200050,00001990_070,10/1/2025,22013946,110002136_077,$,0.00,"124,992.00","2,338,600.32",,,,No,,,,0.00,0.00,"124,992.00"
1200050,00002038_070,10/1/2025,22014532,110002174_077,$,0.00,"124,108.50","2,333,239.80",,,,No,,,,0.00,0.00,"124,108.50"
1200050,00002044_070,10/1/2025,22014535,110002177_077,$,0.00,"372,500.00","7,014,175.00",,,,No,,,,0.00,0.00,"372,500.00"
1200050,00002043_070,10/1/2025,22015164,110002210_077,$,0.00,"225,735.00","4,250,590.05",,,,No,,,,0.00,0.00,"225,735.00"
1200050,00002069_070,10/1/2025,22015541,110002223_077,$,0.00,"225,735.00","4,259,619.45",,,,No,,,,0.00,0.00,"225,735.00"
1200050,00002070_070,10/1/2025,22015542,110002235_077,$,0.00,"149,032.78","2,812,248.56",,,,No,,,,0.00,0.00,"149,032.78"
1200050,00002100_070,10/1/2025,22016570,110002232_077,$,0.00,"223,500.00","4,219,680.00",,,,No,,,,0.00,0.00,"223,500.00"
1200050,00002101_070,10/1/2025,22016572,110002238_077,$,0.00,"225,735.00","4,261,876.80",,,,No,,,,0.00,0.00,"225,735.00"
1200050,00002120_070,10/1/2025,22015925,110002299_077,$,0.00,"298,000.00","5,635,180.00",,,,No,,,,0.00,0.00,"298,000.00"
1200050,00002174_070,10/1/2025,22017903,110002354_077,$,0.00,"223,500.00","4,266,615.00",,,,No,,,,0.00,0.00,"223,500.00"
1200050,00002179_070,10/1/2025,22017892,110002356_077,$,0.00,"225,735.00","4,309,281.15",,,,No,,,,0.00,0.00,"225,735.00"
1200050,00002186_070,10/1/2025,22017886,110002359_077,$,0.00,"223,500.00","4,266,615.00",,,,No,,,,0.00,0.00,"223,500.00"
1200050,00002187_070,10/1/2025,22017899,110002311_077,$,0.00,"225,735.00","4,311,538.50",,,,No,,,,0.00,0.00,"225,735.00"
1200050,00002188_070,10/1/2025,22018380,110002357_077,$,0.00,"223,500.00","4,268,850.00",,,,No,,,,0.00,0.00,"223,500.00"
1200050,00002210_070,10/1/2025,22018384,110002387_077,$,0.00,"225,735.00","4,311,538.50",,,,No,,,,0.00,0.00,"225,735.00"
1200050,00002267_070,10/1/2025,22020041,110002440_077,$,0.00,"298,000.00","5,715,640.00",,,,No,,,,0.00,0.00,"298,000.00"
1200050,00002273_070,10/1/2025,22020039,110002442_077,$,0.00,"225,735.00","4,329,597.30",,,,No,,,,0.00,0.00,"225,735.00"
1200050,00002281_070,10/1/2025,22020580,110002439_077,$,0.00,"149,000.00","2,859,310.00",,,,No,,,,0.00,0.00,"149,000.00"
1200050,00002344_070,10/1/2025,22021733,110002485_077,$,0.00,"149,000.00","2,896,560.00",,,,No,,,,0.00,0.00,"149,000.00"
1200050,00002350_070,10/1/2025,22020914,110002479_077,$,0.00,"149,032.78","2,900,177.90",,,,No,,,,0.00,0.00,"149,032.78"
1200050,00002354_070,10/1/2025,22022401,110002486_077,$,0.00,"128,775.00","2,505,961.50",,,,No,,,,0.00,0.00,"128,775.00"
1200051,00001460_070,10/1/2025,1561/1562,110001522_077,CHF,0.00,53.12,893.48,,,,No,,,,0.00,0.00,53.12
1200051,00001475_070,10/1/2025,1570,110001525_077,CHF,0.00,194.78,"3,311.26",,,,No,,,,0.00,0.00,194.78
1200051,00001591_070,10/1/2025,1620,110001724_077,CHF,0.00,766.64,"12,833.55",,,,No,,,,0.00,0.00,766.64
1200051,00001685_070,10/1/2025,1656,110001858_077,CHF,0.00,57.70,"1,135.54",,,,No,,,,0.00,0.00,57.70
1200051,00001687_070,10/1/2025,1655,110001860_077,CHF,0.00,124.92,"2,442.19",,,,No,,,,0.00,0.00,124.92
1200051,00001692_070,10/1/2025,1666,110001841_077,CHF,0.00,518.88,"10,175.24",,,,No,,,,0.00,0.00,518.88
1200051,00001796_070,10/1/2025,1688,110001930_077,CHF,0.00,16.15,301.04,,,,No,,,,0.00,0.00,16.15
1200051,00001839_070,10/1/2025,1698,110001933_077,CHF,0.00,50.07,923.29,,,,No,,,,0.00,0.00,50.07
1200051,00002057_070,10/1/2025,1758,110002184_077,CHF,0.00,65.00,"1,279.20",,,,No,,,,0.00,0.00,65.00
1200051,00002062_070,10/1/2025,1774,110002187_077,CHF,0.00,252.00,"4,878.72",,,,No,,,,0.00,0.00,252.00
1200051,00002088_070,10/1/2025,1784,110002198_077,CHF,0.00,40.25,790.51,,,,No,,,,0.00,0.00,40.25
1200051,00002231_070,10/1/2025,2181,110002342_077,$,0.00,417.83,"7,980.55",,,,No,,,,0.00,0.00,417.83
1200052,00001561_070,10/1/2025,1598,110001679_077,CHF,0.00,10.00,170.30,,,,No,,,,0.00,0.00,10.00
1200052,00001840_070,10/1/2025,1705,110001934_077,CHF,0.00,20.00,367.20,,,,No,,,,0.00,0.00,20.00
1200052,00002056_070,10/1/2025,1764,110002183_077,CHF,0.00,8.00,157.44,,,,No,,,,0.00,0.00,8.00
1200057,00001929_070,10/1/2025,2622289,110002091_077,EUR,0.00,"4,163.75","82,733.71",,,,No,,,,0.00,0.00,"4,163.75"
1200058,00001398_070,10/1/2025,21001617,110001605_077,$,0.00,"743,836.32","11,648,476.77",,,,No,,,,0.00,0.00,"743,836.32"
1200058,00001394_070,10/1/2025,-21001617,110001606_077,$,0.00,0.00,0.00,,,,No,,,,0.00,0.00,0.00
1200058,00001441_070,10/1/2025,21001616,110001607_077,$,0.00,"744,216.48","11,654,430.08",,,,No,,,,0.00,0.00,"744,216.48"
1200058,00001437_070,10/1/2025,-21001616,110001608_077,$,0.00,0.00,0.00,,,,No,,,,0.00,0.00,0.00
1200058,00001972_070,10/1/2025,45144/1.,110002062_077,$,0.00,0.00,0.00,,,,No,,,,0.00,0.00,0.00
1200058,00001972_070,10/1/2025,45144/1,110002101_077,$,0.00,"400,520.00","7,493,729.20",,,,No,,,,0.00,0.00,"400,520.00"
1200058,00002036_070,10/1/2025,45144/1..,110002145_077,$,0.00,0.00,0.00,,,,No,,,,0.00,0.00,0.00
1200058,00001973_070,10/1/2025,45144,110002100_077,$,0.00,"400,520.00","7,493,729.20",,,,No,,,,0.00,0.00,"400,520.00"
1200058,00001996_070,10/1/2025,45144/2,110002133_077,$,0.00,"400,520.00","7,497,734.40",,,,No,,,,0.00,0.00,"400,520.00"
1200058,00002015_070,10/1/2025,45144/3,110002175_077,$,0.00,"240,312.00","4,503,446.88",,,,No,,,,0.00,0.00,"240,312.00"
1200058,00002145_070,10/1/2025,45144/4,110002314_077,$,0.00,"160,229.70","3,058,784.97",,,,No,,,,0.00,0.00,"160,229.70"
1200059,00001347_070,10/1/2025,1522,110001500_077,EUR,0.00,262.55,"4,678.64",,,,No,,,,0.00,0.00,262.55
1200059,00001462_070,10/1/2025,1558,110001524_077,EUR,0.00,5.00,88.85,,,,No,,,,0.00,0.00,5.00
1200059,00001609_070,10/1/2025,1628,110001722_077,EUR,0.00,1.55,26.71,,,,No,,,,0.00,0.00,1.55
1200059,00001632_070,10/1/2025,1639,110001723_077,EUR,0.00,1.58,31.65,,,,No,,,,0.00,0.00,1.58
1200059,00001684_070,10/1/2025,1647,110001857_077,EUR,0.00,24.08,482.32,,,,No,,,,0.00,0.00,24.08
1200059,00001890_070,10/1/2025,3987,110002002_077,EUR,0.00,84.73,"1,679.35",,,,No,,,,0.00,0.00,84.73
1200059,00002094_070,10/1/2025,1787,110002193_077,EUR,0.00,211.23,"4,080.96",,,,No,,,,0.00,0.00,211.23
1200062,00002361_070,10/1/2025,22021727,110002476_077,$,0.00,"67,753.92","1,312,393.43",,,,No,,,,0.00,0.00,"67,753.92"
1200073,00002064_070,10/1/2025,1768,110002190_077,$,0.00,750.00,"14,122.50",,,,No,,,,0.00,0.00,750.00
1200078,00001503_070,10/1/2025,254,110001618_077,$,0.00,"7,776.00","121,772.16",,,,No,,,,0.00,0.00,"7,776.00"
1200079,00001286_070,10/1/2025,21042035,110001433_077,$,0.00,"307,200.00","4,810,752.00",,,,No,,,,0.00,0.00,"307,200.00"
1200079,00002198_070,10/1/2025,2622891,110002384_077,$,0.00,"109,000.00","2,081,900.00",,,,No,,,,0.00,0.00,"109,000.00"
1200079,00002209_070,10/1/2025,2622799,110002386_077,$,0.00,"97,500.00","1,862,250.00",,,,No,,,,0.00,0.00,"97,500.00"
1200079,00002218_070,10/1/2025,2622879,110002377_077,$,0.00,"108,000.00","2,063,880.00",,,,No,,,,0.00,0.00,"108,000.00"
1200080,00001317_070,10/1/2025,21042851,110001434_077,$,0.00,"119,520.00","1,871,683.20",,,,No,,,,0.00,0.00,"119,520.00"
1200080,00001376_070,10/1/2025,22000800,110001505_077,$,0.00,"79,680.00","1,247,788.80",,,,No,,,,0.00,0.00,"79,680.00"
1200082,00001588_070,10/1/2025,1617,110001727_077,$,0.00,"1,395.14","21,847.88",,,,No,,,,0.00,0.00,"1,395.14"
1200083,00001543_070,10/1/2025,22006016,110001683_077,$,0.00,"143,670.40","2,249,878.46",,,,No,,,,0.00,0.00,"143,670.40"
1200084,00001980_070,10/1/2025,67188,110002103_077,$,0.00,"121,464.00","2,272,591.44",,,,No,,,,0.00,0.00,"121,464.00"
1200084,00002323_070,10/1/2025,22004879,110002465_077,$,0.00,"866,880,000.00","16,765,459,200.00",,,,No,,,,0.00,0.00,"866,880,000.00"
1200084,00002323_070,10/1/2025,22004879.,110002466_077,$,0.00,"866,880.00","16,765,459.20",,,,No,,,,0.00,0.00,"866,880.00"
1200084,00002323_070,10/1/2025,-22004879,120000024_078,$,0.00,"-866,880,000.00","-16,765,459,200.00",,,,No,,,,0.00,0.00,"-866,880,000.00"
1200085,00001900_070,10/1/2025,1735,110002089_077,$,0.00,"3,965.00","73,511.10",,,,No,,,,0.00,0.00,"3,965.00"
1200086,00001348_070,10/1/2025,1524,110001501_077,$,0.00,"3,960.00","62,013.60",,,,No,,,,0.00,0.00,"3,960.00"
1200086,00001607_070,10/1/2025,1627,110001721_077,$,0.00,"2,640.00","41,342.40",,,,No,,,,0.00,0.00,"2,640.00"
1200087,00001572_070,10/1/2025,2621480,110001673_077,$,0.00,"33,609.50","526,324.77",,,,No,,,,0.00,0.00,"33,609.50"
1200088,00001530_070,10/1/2025,1593,110001620_077,EUR,0.00,"3,527.00","61,722.50",,,,No,,,,0.00,0.00,"3,527.00"
1200089,00001418_070,10/1/2025,56244,110001581_077,$,0.00,"31,200.00","488,592.00",,,,No,,,,0.00,0.00,"31,200.00"
1200089,00002074_070,10/1/2025,2622596,110002208_077,$,0.00,"63,600.00","1,200,132.00",,,,No,,,,0.00,0.00,"63,600.00"
1200090,00001608_070,10/1/2025,1629,110001725_077,$,0.00,1.50,23.49,,,,No,,,,0.00,0.00,1.50
1200090,00001648_070,10/1/2025,1636,110001756_077,$,0.00,565.00,"10,316.90",,,,No,,,,0.00,0.00,565.00
1200090,00001688_070,10/1/2025,1660,110001842_077,$,0.00,3.00,55.11,,,,No,,,,0.00,0.00,3.00
1200090,00002291_070,10/1/2025,2194,110002477_077,$,0.00,"1,489.00","28,559.00",,,,No,,,,0.00,0.00,"1,489.00"
1200091,00001726_070,10/1/2025,1675,110001856_077,$,0.00,"1,035.00","19,157.85",,,,No,,,,0.00,0.00,"1,035.00"
1200092,00001711_070,10/1/2025,43758,110001859_077,$,0.00,"229,052.09","4,207,686.94",,,,No,,,,0.00,0.00,"229,052.09"
1200092,00001963_070,10/1/2025,22003273,110002110_077,$,0.00,"232,210.80","4,342,341.96",,,,No,,,,0.00,0.00,"232,210.80"
1200093,00001975_070,10/1/2025,43558,110002115_077,$,0.00,"301,105.00","5,633,674.55",,,,No,,,,0.00,0.00,"301,105.00"
1200096,00002168_070,10/1/2025,22020070,110002337_077,$,0.00,"5,030.00","96,022.70",,,,No,,,,0.00,0.00,"5,030.00"
1200098,00002118_070,10/1/2025,1797,110002275_077,EUR,0.00,"1,644.20","31,815.27",,,,No,,,,0.00,0.00,"1,644.20"
1200100,00002220_070,10/1/2025,22003971,110002375_077,$,0.00,"192,888.00","3,689,947.44",,,,No,,,,0.00,0.00,"192,888.00"
1200101,00002330_070,10/1/2025,2212,110002480_077,EUR,0.00,755.40,"14,609.44",,,,No,,,,0.00,0.00,755.40
1300004,00001372_070,10/1/2025,7447,110001454_077,EGP,168.00,"1,368.00","1,368.00",,,,No,,,,0.00,0.00,"1,200.00"
1300004,00001391_070,10/1/2025,7488,110001506_077,EGP,109.20,889.20,889.20,,,,No,,,,0.00,0.00,780.00
1300004,00001616_070,10/1/2025,7750,110001684_077,EGP,"1,008.00","8,208.00","8,208.00",,,,No,,,,0.00,0.00,"7,200.00"
1300004,00001808_070,10/1/2025,7961,110001899_077,EGP,945.00,"7,695.00","7,695.00",,,,No,,,,0.00,0.00,"6,750.00"
1300004,00002020_070,10/1/2025,8238,110002151_077,EGP,308.00,"2,508.00","2,508.00",,,,No,,,,0.00,0.00,"2,200.00"
1300004,00002298_070,10/1/2025,8581,110002416_077,EGP,"1,974.00","16,074.00","16,074.00",,,,No,,,,0.00,0.00,"14,100.00"
1300006,00001297_070,10/1/2025,1180,110001394_077,EGP,-25.00,"2,475.00","2,475.00",,,,No,,,,0.00,0.00,"2,500.00"
1300006,00001362_070,10/1/2025,1186,110001439_077,EGP,-90.00,"8,910.00","8,910.00",,,,No,,,,0.00,0.00,"9,000.00"
1300006,00001360_070,10/1/2025,1187,110001440_077,EGP,-90.00,"8,910.00","8,910.00",,,,No,,,,0.00,0.00,"9,000.00"
1300006,00001361_070,10/1/2025,1188,110001441_077,EGP,-42.50,"4,207.50","4,207.50",,,,No,,,,0.00,0.00,"4,250.00"
1300006,00001382_070,10/1/2025,1194,110001485_077,EGP,-16.00,"1,584.00","1,584.00",,,,No,,,,0.00,0.00,"1,600.00"
1300006,00001406_070,10/1/2025,1197,110001510_077,EGP,-15.84,"1,568.16","1,568.16",,,,No,,,,0.00,0.00,"1,584.00"
1300006,00001483_070,10/1/2025,1200,110001528_077,EGP,-5.25,519.75,519.75,,,,No,,,,0.00,0.00,525.00
1300006,00001464_070,10/1/2025,1201,110001526_077,EGP,-4.07,402.93,402.93,,,,No,,,,0.00,0.00,407.00
1300006,00001492_070,10/1/2025,1202,110001563_077,EGP,-26.25,"2,598.75","2,598.75",,,,No,,,,0.00,0.00,"2,625.00"
