Invoice account,Purchase order,Date,Invoice,Voucher,Currency,Tax,Invoice amount,Invoice amount in default currency,Company,Sales order,Voucher2,Posted via intercompany,Invoice declaration ID,Pool,So Release,Total misc. charges,Amount,Balance
1300006,00001516_070,10/1/2025,1208,110001595_077,EGP,-21.00,"2,079.00","2,079.00",,,,No,,,,0.00,0.00,"2,100.00"
1300006,00001550_070,10/1/2025,1212,110001640_077,EGP,-90.00,"8,910.00","8,910.00",,,,No,,,,0.00,0.00,"9,000.00"
1300006,00001769_070,10/1/2025,1237,110001872_077,EGP,-13.00,"1,287.00","1,287.00",,,,No,,,,0.00,0.00,"1,300.00"
1300006,00001807_070,10/1/2025,1241,110001903_077,EGP,-170.00,"16,830.00","16,830.00",,,,No,,,,0.00,0.00,"17,000.00"
1300006,00001550_070,10/1/2025,-1212,110002036_077,EGP,0.00,0.00,0.00,,,,No,,,,0.00,0.00,0.00
1300006,00002008_070,10/1/2025,1255,110002147_077,EGP,-33.00,"3,267.00","3,267.00",,,,No,,,,0.00,0.00,"3,300.00"
1300006,00002002_070,10/1/2025,-1255,110002246_077,EGP,0.00,0.00,0.00,,,,No,,,,0.00,0.00,0.00
1300006,00002146_070,10/1/2025,1268,110002253_077,EGP,-21.40,"2,118.60","2,118.60",,,,No,,,,0.00,0.00,"2,140.00"
1300007,00001549_070,10/1/2025,23423,110001642_077,EGP,"1,963.50","15,988.50","15,988.50",,,,No,,,,0.00,0.00,"14,025.00"
1300007,00001777_070,10/1/2025,23555,110001874_077,EGP,"1,862.00","15,162.00","15,162.00",,,,No,,,,0.00,0.00,"13,300.00"
1300009,00001681_070,10/1/2025,2271,110001768_077,EGP,"1,449.00","11,799.00","11,799.00",,,,No,,,,0.00,0.00,"10,350.00"
1300009,00002139_070,10/1/2025,2422,110002272_077,EGP,132.30,"1,077.30","1,077.30",,,,No,,,,0.00,0.00,945.00
1300010,00001509_070,10/1/2025,11725,110001598_077,EGP,455.00,"3,705.00","3,705.00",,,,No,,,,0.00,0.00,"3,250.00"
1300010,00001641_070,10/1/2025,11760,110001751_077,EGP,451.50,"3,676.50","3,676.50",,,,No,,,,0.00,0.00,"3,225.00"
1300010,00001851_070,10/1/2025,11811,110001958_077,EGP,325.50,"2,650.50","2,650.50",,,,No,,,,0.00,0.00,"2,325.00"
1300010,00001852_070,10/1/2025,11815,110001960_077,EGP,"13,259.40","107,969.40","107,969.40",,,,No,,,,0.00,0.00,"94,710.00"
1300010,00001852_070,10/1/2025,11815-,110001961_077,EGP,0.00,0.00,0.00,,,,No,,,,0.00,0.00,0.00
1300010,00001946_070,10/1/2025,11833,110002040_077,EGP,"3,809.40","31,019.40","31,019.40",,,,No,,,,0.00,0.00,"27,210.00"
1300010,00001988_070,10/1/2025,11851,110002112_077,EGP,903.00,"7,353.00","7,353.00",,,,No,,,,0.00,0.00,"6,450.00"
1300010,00002149_070,10/1/2025,11866,110002255_077,EGP,"2,234.40","18,194.40","18,194.40",,,,No,,,,0.00,0.00,"15,960.00"
1300010,00002178_070,10/1/2025,2876,110002288_077,EGP,"1,407.00","11,457.00","11,457.00",,,,No,,,,0.00,0.00,"10,050.00"
1300011,00001838_070,10/1/2025,297,110001925_077,EGP,"98,245.61","799,999.99","799,999.99",,,,No,,,,0.00,0.00,"701,754.38"
1300014,00001274_070,10/1/2025,5234,110001389_077,EGP,"3,900.00","33,900.00","33,900.00",,,,No,,,,0.00,0.00,"30,000.00"
1300016,00001295_070,10/1/2025,3896,110001392_077,EGP,0.00,150.00,150.00,,,,No,,,,0.00,0.00,150.00
1300016,00001294_070,10/1/2025,3897,110001393_077,EGP,0.00,100.00,100.00,,,,No,,,,0.00,0.00,100.00
1300016,00001296_070,10/1/2025,1505,110001395_077,EGP,0.00,240.00,240.00,,,,No,,,,0.00,0.00,240.00
1300016,00001300_070,10/1/2025,2746,110001397_077,EGP,0.00,500.00,500.00,,,,No,,,,0.00,0.00,500.00
1300016,00001301_070,10/1/2025,3898,110001398_077,EGP,0.00,525.00,525.00,,,,No,,,,0.00,0.00,525.00
1300016,00001316_070,10/1/2025,3900,110001400_077,EGP,0.00,650.00,650.00,,,,No,,,,0.00,0.00,650.00
1300016,00001315_070,10/1/2025,1514,110001401_077,EGP,0.00,600.00,600.00,,,,No,,,,0.00,0.00,600.00
1300016,00001319_070,10/1/2025,1516,110001406_077,EGP,0.00,750.00,750.00,,,,No,,,,0.00,0.00,750.00
1300016,00001325_070,10/1/2025,1518,110001416_077,EGP,0.00,156.00,156.00,,,,No,,,,0.00,0.00,156.00
1300016,00001352_070,10/1/2025,3909,110001436_077,EGP,0.00,300.00,300.00,,,,No,,,,0.00,0.00,300.00
1300016,00001374_070,10/1/2025,3912,110001453_077,EGP,0.00,20.00,20.00,,,,No,,,,0.00,0.00,20.00
1300016,00001465_070,10/1/2025,3851,110001527_077,EGP,0.00,420.00,420.00,,,,No,,,,0.00,0.00,420.00
1300016,00001473_070,10/1/2025,3857,110001603_077,EGP,0.00,497.88,497.88,,,,No,,,,0.00,0.00,497.88
1300016,00001493_070,10/1/2025,3859,110001564_077,EGP,0.00,"1,180.00","1,180.00",,,,No,,,,0.00,0.00,"1,180.00"
1300016,00001494_070,10/1/2025,3860,110001566_077,EGP,0.00,20.00,20.00,,,,No,,,,0.00,0.00,20.00
1300016,00001490_070,10/1/2025,1580,110001567_077,EGP,0.00,100.00,100.00,,,,No,,,,0.00,0.00,100.00
1300016,00001518_070,10/1/2025,1590,110001628_077,EGP,0.00,"5,250.00","5,250.00",,,,No,,,,0.00,0.00,"5,250.00"
1300016,00001551_070,10/1/2025,1604,110001639_077,EGP,0.00,"1,200.00","1,200.00",,,,No,,,,0.00,0.00,"1,200.00"
1300016,00001558_070,10/1/2025,3864,110001643_077,EGP,0.00,"1,500.00","1,500.00",,,,No,,,,0.00,0.00,"1,500.00"
1300016,00001575_070,10/1/2025,3867,110001647_077,EGP,0.00,"6,000.00","6,000.00",,,,No,,,,0.00,0.00,"6,000.00"
1300016,00001624_070,10/1/2025,1635,110001715_077,EGP,0.00,575.00,575.00,,,,No,,,,0.00,0.00,575.00
1300016,00001626_070,10/1/2025,3929,110001716_077,EGP,0.00,375.00,375.00,,,,No,,,,0.00,0.00,375.00
1300016,00001630_070,10/1/2025,3934,110001741_077,EGP,0.00,"5,700.00","5,700.00",,,,No,,,,0.00,0.00,"5,700.00"
1300016,00001656_070,10/1/2025,3940,110001762_077,EGP,0.00,"2,299.20","2,299.20",,,,No,,,,0.00,0.00,"2,299.20"
1300016,00001667_070,10/1/2025,3942,110001764_077,EGP,0.00,"4,104.00","4,104.00",,,,No,,,,0.00,0.00,"4,104.00"
1300016,00001727_070,10/1/2025,3950,110001801_077,EGP,0.00,"2,650.00","2,650.00",,,,No,,,,0.00,0.00,"2,650.00"
1300016,00001728_070,10/1/2025,3949,110001844_077,EGP,0.00,539.49,539.49,,,,No,,,,0.00,0.00,539.49
1300016,00001761_070,10/1/2025,3956,110001846_077,EGP,0.00,420.00,420.00,,,,No,,,,0.00,0.00,420.00
1300016,00001760_070,10/1/2025,3957,110001847_077,EGP,0.00,40.00,40.00,,,,No,,,,0.00,0.00,40.00
1300016,00001806_070,10/1/2025,1696,110001902_077,EGP,0.00,"20,000.00","20,000.00",,,,No,,,,0.00,0.00,"20,000.00"
1300016,00001816_070,10/1/2025,3967,110001894_077,EGP,0.00,"10,600.00","10,600.00",,,,No,,,,0.00,0.00,"10,600.00"
1300016,00001815_070,10/1/2025,3968,110001895_077,EGP,0.00,690.00,690.00,,,,No,,,,0.00,0.00,690.00
1300016,00001814_070,10/1/2025,1702,110001896_077,EGP,0.00,700.00,700.00,,,,No,,,,0.00,0.00,700.00
1300016,00001850_070,10/1/2025,1721,110001962_077,EGP,0.00,570.00,570.00,,,,No,,,,0.00,0.00,570.00
1300016,00001864_070,10/1/2025,3980,110001963_077,EGP,0.00,350.00,350.00,,,,No,,,,0.00,0.00,350.00
1300016,00001865_070,10/1/2025,3979,110001964_077,EGP,0.00,"1,325.00","1,325.00",,,,No,,,,0.00,0.00,"1,325.00"
1300016,00001876_070,10/1/2025,260,110001997_077,EGP,0.00,"3,850.00","3,850.00",,,,No,,,,0.00,0.00,"3,850.00"
1300016,00001931_070,10/1/2025,1743,110002031_077,EGP,0.00,175.00,175.00,,,,No,,,,0.00,0.00,175.00
1300016,00001932_070,10/1/2025,3993,110002032_077,EGP,0.00,"2,600.00","2,600.00",,,,No,,,,0.00,0.00,"2,600.00"
1300016,00001968_070,10/1/2025,2130,110002064_077,EGP,0.00,370.00,370.00,,,,No,,,,0.00,0.00,370.00
1300016,00001982_070,10/1/2025,4586,110002084_077,EGP,0.00,"1,100.00","1,100.00",,,,No,,,,0.00,0.00,"1,100.00"
1300016,00001978_070,10/1/2025,4582,110002085_077,EGP,0.00,427.50,427.50,,,,No,,,,0.00,0.00,427.50
1300016,00001977_070,10/1/2025,4583,110002086_077,EGP,0.00,905.00,905.00,,,,No,,,,0.00,0.00,905.00
1300016,00001992_070,10/1/2025,2147,110002118_077,EGP,0.00,"1,500.00","1,500.00",,,,No,,,,0.00,0.00,"1,500.00"
1300016,00002116_070,10/1/2025,1795,110002233_077,EGP,0.00,"100,000.00","100,000.00",,,,No,,,,0.00,0.00,"100,000.00"
1300016,00002027_070,10/1/2025,1761,110002153_077,EGP,0.00,124.00,124.00,,,,No,,,,0.00,0.00,124.00
1300016,00002026_070,10/1/2025,4594,110002154_077,EGP,0.00,250.00,250.00,,,,No,,,,0.00,0.00,250.00
1300016,00002025_070,10/1/2025,4595,110002155_077,EGP,0.00,660.00,660.00,,,,No,,,,0.00,0.00,660.00
1300016,00002024_070,10/1/2025,4596,110002156_077,EGP,0.00,325.00,325.00,,,,No,,,,0.00,0.00,325.00
1300016,00002055_070,10/1/2025,4598,110002164_077,EGP,0.00,"1,125.00","1,125.00",,,,No,,,,0.00,0.00,"1,125.00"
1300016,00002066_070,10/1/2025,4601,110002165_077,EGP,0.00,850.00,850.00,,,,No,,,,0.00,0.00,850.00
1300016,00002071_070,10/1/2025,4603,110002172_077,EGP,0.00,"1,300.00","1,300.00",,,,No,,,,0.00,0.00,"1,300.00"
1300016,00002087_070,10/1/2025,4608,110002195_077,EGP,0.00,792.84,792.84,,,,No,,,,0.00,0.00,792.84
1300016,00002087_070,10/1/2025,4606,110002196_077,EGP,0.00,577.00,577.00,,,,No,,,,0.00,0.00,577.00
1300016,00002087_070,10/1/2025,4607,110002197_077,EGP,0.00,220.00,220.00,,,,No,,,,0.00,0.00,220.00
1300016,00002106_070,10/1/2025,1790-1791,110002221_077,EGP,0.00,"80,500.00","80,500.00",,,,No,,,,0.00,0.00,"80,500.00"
1300016,00002113_070,10/1/2025,3751,110002256_077,EGP,0.00,400.00,400.00,,,,No,,,,0.00,0.00,400.00
1300016,00002147_070,10/1/2025,4621,110002252_077,EGP,0.00,"1,050.00","1,050.00",,,,No,,,,0.00,0.00,"1,050.00"
1300016,00002166_070,10/1/2025,2162,110002283_077,EGP,0.00,600.00,600.00,,,,No,,,,0.00,0.00,600.00
1300016,00002167_070,10/1/2025,4627,110002284_077,EGP,0.00,540.00,540.00,,,,No,,,,0.00,0.00,540.00
1300016,00002181_070,10/1/2025,4629,110002286_077,EGP,0.00,260.00,260.00,,,,No,,,,0.00,0.00,260.00
1300016,00002177_070,10/1/2025,2165,110002290_077,EGP,0.00,"4,800.00","4,800.00",,,,No,,,,0.00,0.00,"4,800.00"
1300016,00002204_070,10/1/2025,4635,110002295_077,EGP,0.00,"2,573.95","2,573.95",,,,No,,,,0.00,0.00,"2,573.95"
1300016,00002196_070,10/1/2025,4634,110002331_077,EGP,0.00,200.00,200.00,,,,No,,,,0.00,0.00,200.00
1300016,00002195_070,10/1/2025,4633,110002332_077,EGP,0.00,"2,500.00","2,500.00",,,,No,,,,0.00,0.00,"2,500.00"
1300016,00002248_070,10/1/2025,2188/2187,110002335_077,EGP,0.00,"182,800.00","182,800.00",,,,No,,,,0.00,0.00,"182,800.00"
1300016,00002213_070,10/1/2025,4637,110002333_077,EGP,0.00,"1,080.00","1,080.00",,,,No,,,,0.00,0.00,"1,080.00"
1300016,00002222_070,10/1/2025,2176,110002328_077,EGP,0.00,250.00,250.00,,,,No,,,,0.00,0.00,250.00
1300016,00002246_070,10/1/2025,4643,110002349_077,EGP,0.00,"1,050.00","1,050.00",,,,No,,,,0.00,0.00,"1,050.00"
1300016,00002266_070,10/1/2025,4647,110002392_077,EGP,0.00,"1,560.00","1,560.00",,,,No,,,,0.00,0.00,"1,560.00"
1300016,00002269_070,10/1/2025,4649,110002394_077,EGP,0.00,"1,180.00","1,180.00",,,,No,,,,0.00,0.00,"1,180.00"
1300016,00002285_070,10/1/2025,4652,110002414_077,EGP,0.00,600.00,600.00,,,,No,,,,0.00,0.00,600.00
1300016,00002299_070,10/1/2025,4655,110002415_077,EGP,0.00,910.00,910.00,,,,No,,,,0.00,0.00,910.00
1300016,00002300_070,10/1/2025,4657,110002417_077,EGP,0.00,"1,000.00","1,000.00",,,,No,,,,0.00,0.00,"1,000.00"
1300016,00002305_070,10/1/2025,4658,110002418_077,EGP,0.00,"1,350.00","1,350.00",,,,No,,,,0.00,0.00,"1,350.00"
1300016,00002313_070,10/1/2025,4661,110002445_077,EGP,0.00,432.00,432.00,,,,No,,,,0.00,0.00,432.00
1300016,00002340_070,10/1/2025,4663,110002447_077,EGP,0.00,800.00,800.00,,,,No,,,,0.00,0.00,800.00
1300016,00002357_070,10/1/2025,2222/2223,110002463_077,EGP,0.00,"108,000.00","108,000.00",,,,No,,,,0.00,0.00,"108,000.00"
1300016,00002339_070,10/1/2025,2219,110002454_077,EGP,0.00,400.00,400.00,,,,No,,,,0.00,0.00,400.00
1300016,00002360_070,10/1/2025,2224,110002483_077,EGP,0.00,380.00,380.00,,,,No,,,,0.00,0.00,380.00
1300018,00001829_070,10/1/2025,310,110001941_077,EGP,312.00,"2,712.00","2,712.00",,,,No,,,,0.00,0.00,"2,400.00"
1300018,00001921_070,10/1/2025,312,110002030_077,EGP,650.00,"5,650.00","5,650.00",,,,No,,,,0.00,0.00,"5,000.00"
1300018,00001957_070,10/1/2025,318,110002053_077,EGP,195.00,"1,695.00","1,695.00",,,,No,,,,0.00,0.00,"1,500.00"
1300018,00001954_070,10/1/2025,315,110002050_077,EGP,546.00,"4,746.00","4,746.00",,,,No,,,,0.00,0.00,"4,200.00"
1300019,00001563_070,10/1/2025,24658,110001635_077,EGP,"5,280.66","42,999.66","42,999.66",,,,No,,,,0.00,0.00,"37,719.00"
1300019,00002123_070,10/1/2025,26210,110002237_077,EGP,"1,278.77","10,412.87","10,412.87",,,,No,,,,0.00,0.00,"9,134.10"
1300019,00002341_070,10/1/2025,26666,110002448_077,EGP,"11,093.74","90,334.71","90,334.71",,,,No,,,,0.00,0.00,"79,240.97"
1300020,00001397_070,10/1/2025,1225,110001490_077,EGP,"1,020.50","8,870.50","8,870.50",,,,No,,,,0.00,0.00,"7,850.00"
1300020,00001388_070,10/1/2025,-1225,110001489_077,EGP,0.00,0.00,0.00,,,,No,,,,0.00,0.00,0.00
1300020,00001625_070,10/1/2025,1235,110001752_077,EGP,"6,708.00","58,308.00","58,308.00",,,,No,,,,0.00,0.00,"51,600.00"
1300022,00001333_070,10/1/2025,2332,110001431_077,EGP,437.50,"3,562.50","3,562.50",,,,No,,,,0.00,0.00,"3,125.00"
1300022,00001853_070,10/1/2025,3602,110001965_077,EGP,"1,102.50","8,977.50","8,977.50",,,,No,,,,0.00,0.00,"7,875.00"
1300024,00002319_070,10/1/2025,409,110002427_077,EGP,"1,968.20","17,108.20","17,108.20",,,,No,,,,0.00,0.00,"15,140.00"
1300033,00001368_070,10/1/2025,35361,110001438_077,EGP,"3,300.08","26,872.08","26,872.08",,,,No,,,,0.00,0.00,"23,572.00"
1300033,00001499_070,10/1/2025,35579,110001539_077,EGP,"5,995.92","48,823.92","48,823.92",,,,No,,,,0.00,0.00,"42,828.00"
1300034,00001605_070,10/1/2025,4198,110001678_077,EGP,156.00,"1,356.00","1,356.00",,,,No,,,,0.00,0.00,"1,200.00"
1300037,00001452_070,10/1/2025,996,110001596_077,EGP,943.60,"7,683.60","7,683.60",,,,No,,,,0.00,0.00,"6,740.00"
1300037,00001500_070,10/1/2025,1002,110001572_077,EGP,434.00,"3,534.00","3,534.00",,,,No,,,,0.00,0.00,"3,100.00"
1300037,00001669_070,10/1/2025,1023,110001763_077,EGP,0.00,"5,540.00","5,540.00",,,,No,,,,0.00,0.00,"5,540.00"
1300037,00001780_070,10/1/2025,1062,110001869_077,EGP,"2,009.70","16,364.70","16,364.70",,,,No,,,,0.00,0.00,"14,355.00"
1300037,00001964_070,10/1/2025,1120,110002081_077,EGP,"1,554.70","12,659.70","12,659.70",,,,No,,,,0.00,0.00,"11,105.00"
1300037,00002286_070,10/1/2025,1231,110002396_077,EGP,223.30,"1,818.30","1,818.30",,,,No,,,,0.00,0.00,"1,595.00"
1300037,00002315_070,10/1/2025,1238,110002420_077,EGP,"1,287.30","10,482.30","10,482.30",,,,No,,,,0.00,0.00,"9,195.00"
1300037,00002337_070,10/1/2025,1246,110002446_077,EGP,469.00,"3,819.00","3,819.00",,,,No,,,,0.00,0.00,"3,350.00"
1300038,00001586_070,10/1/2025,3122,110001674_077,EGP,483.53,"4,202.97","4,202.97",,,,No,,,,0.00,0.00,"3,719.44"
1300038,00001631_070,10/1/2025,3192,110001743_077,EGP,383.04,"3,119.04","3,119.04",,,,No,,,,0.00,0.00,"2,736.00"
1300038,00002364_070,10/1/2025,3810,110002471_077,EGP,205.75,"1,788.45","1,788.45",,,,No,,,,0.00,0.00,"1,582.70"
1300039,00001304_070,10/1/2025,3013,110001408_077,EGP,"7,507.50","65,257.50","65,257.50",,,,No,,,,0.00,0.00,"57,750.00"
1300039,00001489_070,10/1/2025,3032,110001529_077,EGP,"3,276.00","28,476.00","28,476.00",,,,No,,,,0.00,0.00,"25,200.00"
1300039,00001689_070,10/1/2025,3042,110001769_077,EGP,"2,047.50","17,797.50","17,797.50",,,,No,,,,0.00,0.00,"15,750.00"
1300039,00001689_070,10/1/2025,3041,110001770_077,EGP,"6,961.50","60,511.50","60,511.50",,,,No,,,,0.00,0.00,"53,550.00"
1300039,00001986_070,10/1/2025,9092280070,110002090_077,EGP,"1,638.00","14,238.00","14,238.00",,,,No,,,,0.00,0.00,"12,600.00"
1300039,00002251_070,10/1/2025,3069,110002347_077,EGP,"1,092.00","9,492.00","9,492.00",,,,No,,,,0.00,0.00,"8,400.00"
1300039,00002329_070,10/1/2025,443756215588,110002428_077,EGP,"5,733.00","49,833.00","49,833.00",,,,No,,,,0.00,0.00,"44,100.00"
1300042,00002135_070,10/1/2025,12847,110002250_077,EGP,97.50,847.50,847.50,,,,No,,,,0.00,0.00,750.00
1300044,00001677_070,10/1/2025,11398,110001773_077,EGP,104.00,904.00,904.00,,,,No,,,,0.00,0.00,800.00
1300062,00002060_070,10/1/2025,3026,110002159_077,EGP,525.00,"4,275.00","4,275.00",,,,No,,,,0.00,0.00,"3,750.00"
1300075,00001270_070,10/1/2025,1212,110001388_077,EGP,"1,281.00","10,431.00","10,431.00",,,,No,,,,0.00,0.00,"9,150.00"
1300075,00001365_070,10/1/2025,1239,110001443_077,EGP,378.00,"3,078.00","3,078.00",,,,No,,,,0.00,0.00,"2,700.00"
1300075,00001366_070,10/1/2025,1240,110001444_077,EGP,267.68,"2,179.68","2,179.68",,,,No,,,,0.00,0.00,"1,912.00"
1300075,00001390_070,10/1/2025,1262,110001508_077,EGP,"1,209.60","9,849.60","9,849.60",,,,No,,,,0.00,0.00,"8,640.00"
1300075,00001548_070,10/1/2025,1328,110001644_077,EGP,255.36,"2,079.36","2,079.36",,,,No,,,,0.00,0.00,"1,824.00"
1300075,00001583_070,10/1/2025,1339,110001671_077,EGP,210.00,"1,710.00","1,710.00",,,,No,,,,0.00,0.00,"1,500.00"
1300075,00001955_070,10/1/2025,1495,110002051_077,EGP,"2,359.00","19,209.00","19,209.00",,,,No,,,,0.00,0.00,"16,850.00"
1300075,00002082_070,10/1/2025,1553,110002179_077,EGP,59.50,484.50,484.50,,,,No,,,,0.00,0.00,425.00
1300075,00002136_070,10/1/2025,1578,110002251_077,EGP,120.96,984.96,984.96,,,,No,,,,0.00,0.00,864.00
1300075,00002212_070,10/1/2025,1611,110002334_077,EGP,"1,050.00","8,550.00","8,550.00",,,,No,,,,0.00,0.00,"7,500.00"
1300075,00002245_070,10/1/2025,1625,110002351_077,EGP,623.00,"5,073.00","5,073.00",,,,No,,,,0.00,0.00,"4,450.00"
1300077,00001299_070,10/1/2025,1260,110001399_077,EGP,"1,211.60","10,531.60","10,531.60",,,,No,,,,0.00,0.00,"9,320.00"
1300077,00001324_070,10/1/2025,1271,110001417_077,EGP,650.00,"5,650.00","5,650.00",,,,No,,,,0.00,0.00,"5,000.00"
1300077,00001334_070,10/1/2025,1272,110001432_077,EGP,375.70,"3,265.70","3,265.70",,,,No,,,,0.00,0.00,"2,890.00"
1300077,00001364_070,10/1/2025,1282,110001445_077,EGP,97.50,847.50,847.50,,,,No,,,,0.00,0.00,750.00
1300077,00001371_070,10/1/2025,1285,110001455_077,EGP,78.00,678.00,678.00,,,,No,,,,0.00,0.00,600.00
1300077,00001381_070,10/1/2025,1291,110001486_077,EGP,136.50,"1,186.50","1,186.50",,,,No,,,,0.00,0.00,"1,050.00"
1300077,00001392_070,10/1/2025,1300,110001507_077,EGP,87.75,762.75,762.75,,,,No,,,,0.00,0.00,675.00
1300077,00001448_070,10/1/2025,1321,110001573_077,EGP,403.00,"3,503.00","3,503.00",,,,No,,,,0.00,0.00,"3,100.00"
1300077,00001463_070,10/1/2025,1325,110001574_077,EGP,"1,475.50","12,825.50","12,825.50",,,,No,,,,0.00,0.00,"11,350.00"
1300077,00001491_070,10/1/2025,1333,110001565_077,EGP,588.90,"5,118.90","5,118.90",,,,No,,,,0.00,0.00,"4,530.00"
1300077,00001501_070,10/1/2025,1335,110001568_077,EGP,67.60,587.60,587.60,,,,No,,,,0.00,0.00,520.00
1300077,00001517_070,10/1/2025,1344,110001629_077,EGP,955.50,"8,305.50","8,305.50",,,,No,,,,0.00,0.00,"7,350.00"
1300077,00001552_070,10/1/2025,1349,110001641_077,EGP,429.00,"3,729.00","3,729.00",,,,No,,,,0.00,0.00,"3,300.00"
1300077,00001557_070,10/1/2025,1352,110001645_077,EGP,85.80,745.80,745.80,,,,No,,,,0.00,0.00,660.00
1300077,00001573_070,10/1/2025,1358,110001649_077,EGP,370.50,"3,220.50","3,220.50",,,,No,,,,0.00,0.00,"2,850.00"
1300077,00001576_070,10/1/2025,1362,110001651_077,EGP,526.50,"4,576.50","4,576.50",,,,No,,,,0.00,0.00,"4,050.00"
1300077,00001574_070,10/1/2025,1363,110001652_077,EGP,812.50,"7,062.50","7,062.50",,,,No,,,,0.00,0.00,"6,250.00"
1300077,00001594_070,10/1/2025,1371,110001676_077,EGP,799.50,"6,949.50","6,949.50",,,,No,,,,0.00,0.00,"6,150.00"
1300077,00001617_070,10/1/2025,1373,110001685_077,EGP,"1,677.00","14,577.00","14,577.00",,,,No,,,,0.00,0.00,"12,900.00"
1300077,00001629_070,10/1/2025,1376,110001742_077,EGP,"1,261.00","10,961.00","10,961.00",,,,No,,,,0.00,0.00,"9,700.00"
1300077,00001647_070,10/1/2025,1382,110001760_077,EGP,520.00,"4,520.00","4,520.00",,,,No,,,,0.00,0.00,"4,000.00"
1300077,00001668_070,10/1/2025,1390,110001772_077,EGP,643.50,"5,593.50","5,593.50",,,,No,,,,0.00,0.00,"4,950.00"
1300077,00001706_070,10/1/2025,1395,110001798_077,EGP,"1,119.82","9,733.82","9,733.82",,,,No,,,,0.00,0.00,"8,614.00"
1300077,00001704_070,10/1/2025,1408,110001800_077,EGP,850.20,"7,390.20","7,390.20",,,,No,,,,0.00,0.00,"6,540.00"
1300077,00001730_070,10/1/2025,1411,110001815_077,EGP,"1,782.30","15,492.30","15,492.30",,,,No,,,,0.00,0.00,"13,710.00"
1300077,00001745_070,10/1/2025,1416,110001830_077,EGP,"1,021.80","8,881.80","8,881.80",,,,No,,,,0.00,0.00,"7,860.00"
1300077,00001758_070,10/1/2025,1419,110001849_077,EGP,261.04,"2,269.04","2,269.04",,,,No,,,,0.00,0.00,"2,008.00"
1300077,00001776_070,10/1/2025,1424,110001873_077,EGP,319.80,"2,779.80","2,779.80",,,,No,,,,0.00,0.00,"2,460.00"
1300077,00001810_070,10/1/2025,1428,110001900_077,EGP,195.00,"1,695.00","1,695.00",,,,No,,,,0.00,0.00,"1,500.00"
1300077,00001809_070,10/1/2025,1429,110001901_077,EGP,117.00,"1,017.00","1,017.00",,,,No,,,,0.00,0.00,900.00
1300077,00001813_070,10/1/2025,1430,110001897_077,EGP,"1,852.50","16,102.50","16,102.50",,,,No,,,,0.00,0.00,"14,250.00"
1300077,00001830_070,10/1/2025,1435,110001904_077,EGP,360.75,"3,135.75","3,135.75",,,,No,,,,0.00,0.00,"2,775.00"
1300077,00001849_070,10/1/2025,1442,110001942_077,EGP,741.00,"6,441.00","6,441.00",,,,No,,,,0.00,0.00,"5,700.00"
1300077,00001888_070,10/1/2025,1445.,110002015_077,EGP,627.90,"5,457.90","5,457.90",,,,No,,,,0.00,0.00,"4,830.00"
1300077,00001936_070,10/1/2025,1459,110002033_077,EGP,947.70,"8,237.70","8,237.70",,,,No,,,,0.00,0.00,"7,290.00"
1300077,00001947_070,10/1/2025,1465,110002039_077,EGP,968.50,"8,418.50","8,418.50",,,,No,,,,0.00,0.00,"7,450.00"
1300077,00001969_070,10/1/2025,2130,110002065_077,EGP,559.00,"4,859.00","4,859.00",,,,No,,,,0.00,0.00,"4,300.00"
1300077,00001976_070,10/1/2025,1476,110002087_077,EGP,624.00,"5,424.00","5,424.00",,,,No,,,,0.00,0.00,"4,800.00"
1300077,00001888_070,10/1/2025,1445,110001991_077,EGP,627.90,"5,457.90","5,457.90",,,,No,,,,0.00,0.00,"4,830.00"
1300077,00001888_070,10/1/2025,-1445,120000020_078,EGP,-627.90,"-5,457.90","-5,457.90",,,,No,,,,0.00,0.00,"-4,830.00"
1300077,00001993_070,10/1/2025,1484,110002119_077,EGP,"1,287.00","11,187.00","11,187.00",,,,No,,,,0.00,0.00,"9,900.00"
1300077,00002007_070,10/1/2025,1486,110002150_077,EGP,494.00,"4,294.00","4,294.00",,,,No,,,,0.00,0.00,"3,800.00"
1300077,00002028_070,10/1/2025,1487,110002157_077,EGP,71.50,621.50,621.50,,,,No,,,,0.00,0.00,550.00
1300077,00002065_070,10/1/2025,1496,110002166_077,EGP,"1,722.50","14,972.50","14,972.50",,,,No,,,,0.00,0.00,"13,250.00"
1300077,00002122_070,10/1/2025,1518,110002248_077,EGP,536.25,"4,661.25","4,661.25",,,,No,,,,0.00,0.00,"4,125.00"
1300077,00002148_070,10/1/2025,1523,110002254_077,EGP,"1,530.10","13,300.10","13,300.10",,,,No,,,,0.00,0.00,"11,770.00"
1300077,00002164_070,10/1/2025,1537,110002282_077,EGP,"1,768.00","15,368.00","15,368.00",,,,No,,,,0.00,0.00,"13,600.00"
1300077,00002217_070,10/1/2025,1545,110002320_077,EGP,601.90,"5,231.90","5,231.90",,,,No,,,,0.00,0.00,"4,630.00"
1300077,00002233_070,10/1/2025,1551,110002350_077,EGP,197.60,"1,717.60","1,717.60",,,,No,,,,0.00,0.00,"1,520.00"
1300077,00002260_070,10/1/2025,1561,110002379_077,EGP,"1,468.35","12,763.35","12,763.35",,,,No,,,,0.00,0.00,"11,295.00"
1300077,00002258_070,10/1/2025,1560,110002380_077,EGP,596.05,"5,181.05","5,181.05",,,,No,,,,0.00,0.00,"4,585.00"
